,label,start,end,context,text,source,article_id
3047,Loaded_Language,6205,6225,"Katrin Axelsson and Lisa Longstaff of Women Against Rape summed it up when they wrote, “The allegations against [Assange] are a smokescreen behind which a number of governments are trying to clamp down on WikiLeaks for having audaciously revealed to the public their secret planning of wars and occupations with their attendant rape, murder and destruction… The authorities care so little about violence against women that they manipulate rape allegations at will.”",audaciously revealed,train,765385479
3048,Loaded_Language,6286,6335,"Katrin Axelsson and Lisa Longstaff of Women Against Rape summed it up when they wrote, “The allegations against [Assange] are a smokescreen behind which a number of governments are trying to clamp down on WikiLeaks for having audaciously revealed to the public their secret planning of wars and occupations with their attendant rape, murder and destruction… The authorities care so little about violence against women that they manipulate rape allegations at will.”","with their attendant rape, murder and destruction",train,765385479
3049,Causal_Oversimplification,6337,6442,"Katrin Axelsson and Lisa Longstaff of Women Against Rape summed it up when they wrote, “The allegations against [Assange] are a smokescreen behind which a number of governments are trying to clamp down on WikiLeaks for having audaciously revealed to the public their secret planning of wars and occupations with their attendant rape, murder and destruction… The authorities care so little about violence against women that they manipulate rape allegations at will.”",The authorities care so little about violence against women that they manipulate rape allegations at will,train,765385479
3050,Loaded_Language,6478,6496,This truth was lost or buried in a media witch-hunt that disgracefully associated Assange with rape and misogyny.,a media witch-hunt,train,765385479
3051,Loaded_Language,6559,6573,The witch-hunt included voices who described themselves as on the left and as feminist.,The witch-hunt,train,765385479
3052,"Exaggeration,Minimisation",6686,6700,"The government has clear diplomatic and moral obligations to protect Australian citizens abroad from gross injustice: in Julian’s case, from a gross miscarriage of justice and the extreme danger that await him should he walk out of the Ecuadorean embassy in London unprotected.",extreme danger,train,765385479
3053,"Name_Calling,Labeling",6818,6840,"According to a document released by Edward Snowden, Assange is on a “Manhunt target list”.",a “Manhunt target list,train,765385479
3054,"Name_Calling,Labeling",6900,6922,One leaked official memo says: “Assange is going to make a nice bride in prison.,a nice bride in prison,train,765385479
3055,Loaded_Language,6924,6977,"Screw the terrorist.
He’ll be eating cat food forever","Screw the terrorist.
He’ll be eating cat food forever",train,765385479
3056,"Name_Calling,Labeling",6930,6943,Screw the terrorist.,the terrorist,train,765385479
3057,"Name_Calling,Labeling",7005,7052,"In Alexandra, Virginia – the suburban home of America’s war-making elite — a secret grand jury, a throwback to the middle ages — has spent seven years trying to concoct a crime for which Assange can be prosecuted.",the suburban home of America’s war-making elite,train,765385479
3058,"Exaggeration,Minimisation",7352,7484,No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account.,No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account,train,765385479
3059,Loaded_Language,7498,7590,It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare and the division and degradation of “unworthy” lives: from Grenfell Tower to Gaza.,a one-way moral screen has been pushed back to expose the imperialism of liberal democracies,train,765385479
3060,"Exaggeration,Minimisation",7610,7625,It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare and the division and degradation of “unworthy” lives: from Grenfell Tower to Gaza.,endless warfare,train,765385479
3061,Loaded_Language,7634,7678,It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare and the division and degradation of “unworthy” lives: from Grenfell Tower to Gaza.,division and degradation of “unworthy” lives,train,765385479
3062,Loaded_Language,7793,7836,"When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to “a vast tapestry of lies up on which we feed”.",a vast tapestry of lies up on which we feed,train,765385479
3063,"Whataboutism,Straw_Men,Red_Herring",7853,8050,"He asked why “the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.” No Place to Hide: Edwa... Glenn Greenwald Best Price: $1.49 Buy New $3.70 (as of 06:30 EDT - Details)","the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened",train,765385479
3064,Loaded_Language,7857,7953,"He asked why “the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.” No Place to Hide: Edwa... Glenn Greenwald Best Price: $1.49 Buy New $3.70 (as of 06:30 EDT - Details)","systematic brutality, the widespread atrocities, the ruthless suppression of independent thought",train,765385479
3065,Loaded_Language,8233,8248,"In its revelations of fraudulent wars (Afghanistan, Iraq) and the bald-faced lies of governments (the Chagos Islands), WikiLeaks has allowed us to glimpse how the imperial game is played in the 21st century.",fraudulent wars,train,765385479
3066,Loaded_Language,8277,8307,"In its revelations of fraudulent wars (Afghanistan, Iraq) and the bald-faced lies of governments (the Chagos Islands), WikiLeaks has allowed us to glimpse how the imperial game is played in the 21st century.",bald-faced lies of governments,train,765385479
3067,"Exaggeration,Minimisation",8431,8458,That is why Assange is in mortal danger.,Assange is in mortal danger,train,765385479
3068,Doubt,9119,9372,"The prime minister of Australia was then Julia Gillard, a Labor Party politician who had declared WikiLeaks “illegal” and wanted to cancel Assange’s passport — until she was told she could not do this: that Assange had committed no crime: that WikiLeaks was a publisher, whose work was protected under Article 19 of the Universal Declaration of Human Rights, to which Australia was one of the original signatories.","until she was told she could not do this: that Assange had committed no crime: that WikiLeaks was a publisher, whose work was protected under Article 19 of the Universal Declaration of Human Rights, to which Australia was one of the original signatories",train,765385479
3069,Repetition,9397,9418,"In response, Clinton defamed Assange, an Australian citizen, as “very clearly a tool of Russian intelligence” and “a nihilistic opportunist who does the bidding of a dictator”.",an Australian citizen,train,765385479
3070,Loaded_Language,9479,9499,"In abandoning Assange, an Australian citizen, and colluding in his persecution, Prime Minister Gillard’s outrageous behaviour forced the issue of his recognition, under international law, as a political refugee whose life was at risk.",outrageous behaviour,train,765385479
3071,"Name_Calling,Labeling",9784,9804,Gillard has recently been appearing in a gig with Hillary Clinton; they are billed as pioneering feminists.,pioneering feminists,train,765385479
3072,Loaded_Language,9856,9902,"If there is anything to remember Gillard by, it a warmongering, sycophantic, embarrassing speech she made to the US Congress soon after she demanded the illegal cancellation of Julian’s passport.","warmongering, sycophantic, embarrassing speech",train,765385479
3073,Appeal_to_fear-prejudice,10444,10686,"Malcolm Turnbull can remain silent.
Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world","Malcolm Turnbull can remain silent.
Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world",train,765385479
3074,Flag-Waving,10562,10602,"Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world.",defend the life of an Australian citizen,train,765385479
3075,"Exaggeration,Minimisation",10636,10686,"Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world.",is recognised by countless people across the world,train,765385479
3076,Loaded_Language,62,69,"This is an outrage, but it is common nationwide: the Daily Caller News Foundation reports that Mountain Ridge Middle School in West Virginia is “instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.” Students are made to write out the Shahada, which states: “There is no god but Allah, and Muhammad is the messenger of Allah.”This is exactly what I warned about in my book, Stop the Islamization of America: A Practical Guide to the Resistance , in the chapter “The Mosqueing of the Public Schools.”In order to convert to Islam, one says the shahada.",outrage,train,758756657
3077,Slogans,481,513,"This is an outrage, but it is common nationwide: the Daily Caller News Foundation reports that Mountain Ridge Middle School in West Virginia is “instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.” Students are made to write out the Shahada, which states: “There is no god but Allah, and Muhammad is the messenger of Allah.”This is exactly what I warned about in my book, Stop the Islamization of America: A Practical Guide to the Resistance , in the chapter “The Mosqueing of the Public Schools.”In order to convert to Islam, one says the shahada.",Stop the Islamization of America,train,758756657
3078,Flag-Waving,506,513,"This is an outrage, but it is common nationwide: the Daily Caller News Foundation reports that Mountain Ridge Middle School in West Virginia is “instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.” Students are made to write out the Shahada, which states: “There is no god but Allah, and Muhammad is the messenger of Allah.”This is exactly what I warned about in my book, Stop the Islamization of America: A Practical Guide to the Resistance , in the chapter “The Mosqueing of the Public Schools.”In order to convert to Islam, one says the shahada.",America,train,758756657
3079,Causal_Oversimplification,606,746,"In order to convert to Islam, one says the shahada.
Saying the shahada makes you a Muslim.
The shahada is what is on the black flag of jihad","In order to convert to Islam, one says the shahada.
Saying the shahada makes you a Muslim.
The shahada is what is on the black flag of jihad",train,758756657
3080,Flag-Waving,1243,1261,And it’s a problem not just in West Virginia – it’s a national problem.,a national problem,train,758756657
3081,Loaded_Language,4352,4361,Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,egregious,train,758756657
3082,"Exaggeration,Minimisation",4376,4437,Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,the most vicious and brutal ideology on the face of the Earth,train,758756657
3083,Loaded_Language,4380,4392,Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,most vicious,train,758756657
3084,Loaded_Language,4397,4412,Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,brutal ideology,train,758756657
3085,Loaded_Language,4719,4725,"With an entire chapter dedicated to the virtues of Islam and not a single chapter for Christianity, the textbook had Floridians in a frenzy.",frenzy,train,758756657
3086,Repetition,5024,5036,"This is an outrage, but it is common nationwide: the Daily Caller News Foundation reports that Mountain Ridge Middle School in West Virginia is “instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.” Students are made to write out the Shahada, which states: “There is no god but Allah, and Muhammad is the messenger of Allah.”This is exactly what I warned about in my book, Stop the Islamization of America: A Practical Guide to the Resistance , in the chapter “The Mosqueing of the Public Schools.”In order to convert to Islam, one says the shahada.",Islamization,train,758756657
3087,Loaded_Language,5295,5301,No non-Muslim student should be forced to write or say the shahada without the qualifier “Muslims believe that…” This is because it is a statement of faith.,forced,train,758756657
3088,Repetition,5302,5314,"This is an outrage, but it is common nationwide: the Daily Caller News Foundation reports that Mountain Ridge Middle School in West Virginia is “instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.” Students are made to write out the Shahada, which states: “There is no god but Allah, and Muhammad is the messenger of Allah.”This is exactly what I warned about in my book, Stop the Islamization of America: A Practical Guide to the Resistance , in the chapter “The Mosqueing of the Public Schools.”In order to convert to Islam, one says the shahada.",Islamization,train,758756657
3089,Appeal_to_fear-prejudice,5639,5649,"Worse still, Penkoski is now being threatened by students who attend the school with his daughter.",threatened,train,758756657
3090,Repetition,5811,5821,"Worse still, Penkoski is now being threatened by students who attend the school with his daughter.",threatened,train,758756657
3091,Appeal_to_fear-prejudice,5870,5874,A student in the school threatened to get her adult friends to come to my home and kill me by stabbing me in the chest and ripping my organs out.,kill,train,758756657
3092,Appeal_to_fear-prejudice,5910,5931,A student in the school threatened to get her adult friends to come to my home and kill me by stabbing me in the chest and ripping my organs out.,ripping my organs out,train,758756657
3093,Repetition,5989,5993,A student in the school threatened to get her adult friends to come to my home and kill me by stabbing me in the chest and ripping my organs out.,kill,train,758756657
3094,Repetition,6281,6285,A student in the school threatened to get her adult friends to come to my home and kill me by stabbing me in the chest and ripping my organs out.,kill,train,758756657
3095,Loaded_Language,6301,6308,Another student told my daughter that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs.,satanic,train,758756657
3096,Repetition,6330,6347,Another student told my daughter that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs.,rip out my organs,train,758756657
3097,Repetition,6359,6369,"Worse still, Penkoski is now being threatened by students who attend the school with his daughter.",threatened,train,758756657
3098,Appeal_to_fear-prejudice,6373,6432,They then threatened to hang my 3-year-old and 1-year-old and kidnap my 14-year-old.,hang my 3-year-old and 1-year-old and kidnap my 14-year-old,train,758756657
3099,Doubt,6670,6702,Is the principal acting on this?,Is the principal acting on this?,train,758756657
3100,Doubt,6703,6747,And do the police have any interest in this?,And do the police have any interest in this?,train,758756657
3101,Doubt,6748,6781,Or would that be “islamofauxbic”?,Or would that be “islamofauxbic”?,train,758756657
3102,Loaded_Language,0,35,"Apparently, They Think We are Fools","Apparently, They Think We are Fools",train,721406153
3103,"Name_Calling,Labeling",97,129,As Pope Francis continues his five-year-long tirade against the imaginary Catholic Pharisees who defend the Church’s teaching on the indissolubility of marriage and the integrally related Eucharistic discipline—he is still at it as of yesterday (January 9)—he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment.,the imaginary Catholic Pharisees,train,721406153
3104,Loaded_Language,294,466,As Pope Francis continues his five-year-long tirade against the imaginary Catholic Pharisees who defend the Church’s teaching on the indissolubility of marriage and the integrally related Eucharistic discipline—he is still at it as of yesterday (January 9)—he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment.,he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment,train,721406153
3105,Loaded_Language,1123,1150,Do they think we are fools?,Do they think we are fools?,train,721406153
3106,Loaded_Language,1264,1282,"In a recent interview concerning Rocco Buttiglione’s verbal contortions aimed at demonstrating that the administration of Holy Communion to public adulterers is consistent with the Church’s bimillenial prohibition of precisely that, Müller proposed this preposterous “solution” to a “problem” that does not exist:",verbal contortions,train,721406153
3107,Loaded_Language,1465,1488,"In a recent interview concerning Rocco Buttiglione’s verbal contortions aimed at demonstrating that the administration of Holy Communion to public adulterers is consistent with the Church’s bimillenial prohibition of precisely that, Müller proposed this preposterous “solution” to a “problem” that does not exist:",preposterous “solution”,train,721406153
3108,Loaded_Language,1992,2020,The Cardinal knows this is moral and canonical nonsense.,moral and canonical nonsense,train,721406153
3109,Black-and-White_Fallacy,2022,2210,"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity.","No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity",train,721406153
3110,Loaded_Language,2530,2575,"Cardinal Burke, whom Francis sacked as head of the Church’s highest tribunal because he was a major impediment to the conspiracy culminating in Amoris Laetitia (AL), has observed the obvious in this regard:",the conspiracy culminating in Amoris Laetitia,train,721406153
3111,Causal_Oversimplification,2893,3218,"If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?","If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?",train,721406153
3112,Doubt,3079,3218,"If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?","nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?",train,721406153
3113,Repetition,4102,4106,Do they think we are fools?,fool,train,721406153
3114,Loaded_Language,5115,5139,"Chiodi’s sole “authority” for this lie from the pit of hell is nothing more than Chapter 8 of AL, the only document of its kind in the entire history of the Church.",lie from the pit of hell,train,721406153
3115,Loaded_Language,5339,5439,"AL will doubtless be providing cover for a whole new line of Authentic Magisterium® products, all of which will be utter fakes, including some form of “pastoral integration” of homosexual unions.","all of which will be utter fakes, including some form of “pastoral integration” of homosexual unions",train,721406153
3116,Repetition,5473,5478,Do they think we are fools?,fools,train,721406153
3117,Repetition,5502,5506,Do they think we are fools?,fool,train,721406153
3118,Appeal_to_fear-prejudice,5787,5926,Silence at best is the price it must pay for remaining in good standing with the pro-homosexual bishop Francis has installed in San Diego.),Silence at best is the price it must pay for remaining in good standing with the pro-homosexual bishop Francis has installed in San Diego.),train,721406153
3119,Loaded_Language,5927,6036,"But we are not fools.
And God will not be mocked.
Francis and all his designs will ultimately come to nothing","But we are not fools.
And God will not be mocked.
Francis and all his designs will ultimately come to nothing",train,721406153
3120,Repetition,5942,5947,Do they think we are fools?,fools,train,721406153
3121,Doubt,1,23,“It’s gotta be a set-up”: Neighbor of Las Vegas Shooter Claims He Didn’t Do It,It’s gotta be a set-up,train,694811415
3122,Black-and-White_Fallacy,274,321,A caller to the Michael Savage radio show who says he was neighbors with Las Vegas gunman Stephen Paddock asserts that Paddock could not have carried out the massacre and that it was actually a “set-up”.,Paddock could not have carried out the massacre,train,694811415
3123,Appeal_to_Authority,498,546,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines.",I can tell you 100% this is not that kind of guy,train,694811415
3124,Thought-terminating_Cliches,854,913,"“I’m not a big conspiracy theory guy, but it don’t sit right,” said Rick, before making the extraordinary claim that the whole shooting was a “set up” and that Paddock’s body may have been left in the hotel room while other assailants carried out the shooting.","I’m not a big conspiracy theory guy, but it don’t sit right",train,694811415
3125,Doubt,1013,1112,"“I’m not a big conspiracy theory guy, but it don’t sit right,” said Rick, before making the extraordinary claim that the whole shooting was a “set up” and that Paddock’s body may have been left in the hotel room while other assailants carried out the shooting.",Paddock’s body may have been left in the hotel room while other assailants carried out the shooting,train,694811415
3126,"Bandwagon,Reductio_ad_hitlerum",1629,1719,"Although the claims are intriguing, it is important to remember that after virtually every terror attack and mass shooting, friends and neighbors express shock that the culprit would be capable of carrying out such horrors, with some outright denying it to be possible.","after virtually every terror attack and mass shooting, friends and neighbors express shock",train,694811415
3127,Loaded_Language,31,41,Jewish and Pro-Israel Students Kicked Off University Board for Opposing BDS,Kicked Off,train,701553469
3128,Slogans,77,143,"First they came for the Jews.
And then they came for everyone else","First they came for the Jews.
And then they came for everyone else",train,701553469
3129,Loaded_Language,288,302,The latest incident at the Canadian university comes with a rather blatant agenda.,blatant agenda,train,701553469
3130,Loaded_Language,351,361,A Jewish student at McGill University has been kicked off the student government board for having “conflicts of interest” due to his pro-Israel activism.,kicked off,train,701553469
3131,"Name_Calling,Labeling",1716,1744,But the campus anti-Israel crowd has been working rather hard to intimidate and penalize anyone involved in pro-Israel organizations.,the campus anti-Israel crowd,train,701553469
3132,"Name_Calling,Labeling",1864,1887,And to keep their racist boycott movement going by maintaining control over student governments.,racist boycott movement,train,701553469
3133,Causal_Oversimplification,1983,2143,"“I have no doubt from the information circulated about me and campaign run against me prior to this vote that this was about my Jewish identity, and nothing more,” wrote Lew.","I have no doubt from the information circulated about me and campaign run against me prior to this vote that this was about my Jewish identity, and nothing more",train,701553469
3134,Doubt,2486,2651,"“If BDS is not anti-Semitic, why did a BDS-led campaign name and shame me for my affiliation with a Jewish organization, and call on students to remove me from student government for this reason?” wrote Lew.","why did a BDS-led campaign name and shame me for my affiliation with a Jewish organization, and call on students to remove me from student government for this reason",train,701553469
3135,Doubt,2666,2781,"“If BDS is not anti-Semitic, why was I barred from participating in student government because of my Jewish identity?”","If BDS is not anti-Semitic, why was I barred from participating in student government because of my Jewish identity",train,701553469
3136,"Exaggeration,Minimisation",3139,3159,"This episode is utterly unacceptable, and is merely the latest in a long string of antisemitic incidents at your university.",utterly unacceptable,train,701553469
3137,Slogans,3455,3476,You will remember Sadikov as the student politician who in February told his followers to “punch a Zionist today.” It is unclear whether Sadikov has faced any disciplinary action for this incitement to violence from your administration.,punch a Zionist today,train,701553469
3138,"Name_Calling,Labeling",3695,3715,"Rather, it has been nurtured in part by a toxic campus press, especially the McGill Daily, a publication which openly refuses to publish any “Zionist” content.",a toxic campus press,train,701553469
3139,Loaded_Language,3898,3916,"In practice, this prevents McGill’s Jewish community from defending itself against the absurd attacks to which it is subjected.",the absurd attacks,train,701553469
3140,Appeal_to_fear-prejudice,4178,4280,And we know exactly what the reaction would be if a student paper refused to publish any pro-Islamist content.,know exactly what the reaction would be if a student paper refused to publish any pro-Islamist content,train,701553469
3141,"Name_Calling,Labeling",77,99,"David Duke, the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully so.",white supremacist icon,train,701225819
3142,"Name_Calling,Labeling",111,143,"David Duke, the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully so.",Grand Wizard of the Ku Klux Klan,train,701225819
3143,Appeal_to_fear-prejudice,131,143,"David Duke, the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully so.",Ku Klux Klan,train,701225819
3144,"Name_Calling,Labeling",177,187,"David Duke, the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully so.",hatemonger,train,701225819
3145,Loaded_Language,305,313,"However, one individual who represents the Muslim community of South Florida, Sofian Zakkout, is enamored with Duke and has been promoting Duke’s bigoted work for many years.",enamored,train,701225819
3146,"Name_Calling,Labeling",996,1019,"Three of the videos were put out by Duke’s official website, DavidDuke.com, one referring to CNN news anchor Wolf Blitzer as a “Jewish Zionist Agent.” The fourth video was a news report featuring a clip of Duke being interviewed at a white nationalist rally held in Charlottesville, Virginia this past August.",“Jewish Zionist Agent.”,train,701225819
3147,Appeal_to_fear-prejudice,1201,1299,"At this same rally, a white nationalist plowed his car into a group of people who were protesting the rally, killing one.","white nationalist plowed his car into a group of people who were protesting the rally, killing one",train,701225819
3148,Appeal_to_fear-prejudice,1493,1605,"Dr.
David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’","Dr.
David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’",train,701225819
3149,"Name_Calling,Labeling",1525,1551,"David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ Above the posting, Zakkout wrote of Duke, “I respect him for his honesty!”",Racist Jewish Supremacists,train,701225819
3150,Loaded_Language,1572,1583,"David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ Above the posting, Zakkout wrote of Duke, “I respect him for his honesty!”",Destruction,train,701225819
3151,Loaded_Language,1767,1771,"In October 2015, Zakkout posted to Facebook a Duke video, within which Duke makes the wild claim that there has been a “complete takeover of American foreign policy and… American politics by Jewish extremists.” Above the video on Facebook, Zakkout praised Duke, exclaiming “David Duke, a man to believe in!”",wild,train,701225819
3152,"Name_Calling,Labeling",1872,1889,"In October 2015, Zakkout posted to Facebook a Duke video, within which Duke makes the wild claim that there has been a “complete takeover of American foreign policy and… American politics by Jewish extremists.” Above the video on Facebook, Zakkout praised Duke, exclaiming “David Duke, a man to believe in!”",Jewish extremists,train,701225819
3153,Slogans,1967,1987,"In October 2015, Zakkout posted to Facebook a Duke video, within which Duke makes the wild claim that there has been a “complete takeover of American foreign policy and… American politics by Jewish extremists.” Above the video on Facebook, Zakkout praised Duke, exclaiming “David Duke, a man to believe in!”",a man to believe in!,train,701225819
3154,Loaded_Language,2174,2182,"The ADL described the video as “venomous.” Currently, AMANA’s official website contains one more Duke video.",venomous,train,701225819
3155,Repetition,2616,2621,"On the video, Farrakhan repeatedly refers to Jews as “Satan.” He states to his audience: “Really, they’re not Jews.",Satan,train,701225819
3156,Repetition,2689,2694,"On the video, Farrakhan repeatedly refers to Jews as “Satan.” He states to his audience: “Really, they’re not Jews.",Satan,train,701225819
3157,Repetition,2747,2752,"On the video, Farrakhan repeatedly refers to Jews as “Satan.” He states to his audience: “Really, they’re not Jews.",Satan,train,701225819
3158,Repetition,2787,2792,"On the video, Farrakhan repeatedly refers to Jews as “Satan.” He states to his audience: “Really, they’re not Jews.",Satan,train,701225819
3159,"Name_Calling,Labeling",2798,2811,"You should learn to call them by their real name, ‘Satan.’ You’re coming face to face with Satan, the Arch Deceiver, the enemy of God, and the enemy of the righteous.”",Arch Deceiver,train,701225819
3160,Loaded_Language,2982,2991,"In June 2016, Zakkout clicked ‘like’ under someone else’s Facebook posting (on Zakkout’s personal Facebook page) of a grotesque cartoon containing a worried-looking religious Jew hiding behind an animated tree with a bearded man brandishing a rifle coming towards them.",grotesque,train,701225819
3161,Loaded_Language,3309,3315,"In April 2016, Zakkout promoted a report discussing the absurd notion of Jewish involvement in the September 11th attacks on the World Trade Center and the Pentagon.",absurd,train,701225819
3162,Slogans,3787,3804,"Soup to nuts, top to bottom, the 9/11/01 terrorist attacks on New York City and Washington D.C. were an ‘Israeli’-Jewish job.” The website which published the report and which Zakkout linked to is Mouqawamah Music, a site that openly calls for “Death to Israel” and labels the Jewish religion “wicked and filth-ridden.”",“Death to Israel”,train,701225819
3163,"Name_Calling,Labeling",3837,3860,"Soup to nuts, top to bottom, the 9/11/01 terrorist attacks on New York City and Washington D.C. were an ‘Israeli’-Jewish job.” The website which published the report and which Zakkout linked to is Mouqawamah Music, a site that openly calls for “Death to Israel” and labels the Jewish religion “wicked and filth-ridden.”",wicked and filth-ridden,train,701225819
3164,"Name_Calling,Labeling",4268,4313,"In February 2016, Zakkout circulated on social media a report claiming that “the Holocaust was faked.” It begins: “The alleged ‘Holocaust’ of ‘6 million Jews’ at the hands of Adolf Hitler and National Socialist Germany during WWII is the biggest lie ever foisted upon humanity.” It was produced by The Realist Report, an anti-Jew, anti-black, anti-gay independent media outlet, which describes Hitler as “the greatest leader in modern Western history.”",the greatest leader in modern Western history,train,701225819
3165,"Name_Calling,Labeling",4606,4636,"Above the picture of Eizenkot, Zakkout wrote in Arabic, “You’re a Jew, the grandson of a monkey and a pig.” He signed it “Sofian.” This is one of many times Zakkout has referred to Jews as “monkeys and pigs.”",grandson of a monkey and a pig,train,701225819
3166,"Name_Calling,Labeling",4720,4739,"Above the picture of Eizenkot, Zakkout wrote in Arabic, “You’re a Jew, the grandson of a monkey and a pig.” He signed it “Sofian.” This is one of many times Zakkout has referred to Jews as “monkeys and pigs.”",“monkeys and pigs.”,train,701225819
3167,Loaded_Language,5914,5927,"In reality, he has done nothing to serve the community and only attempts to divide it with his hatemongering.",hatemongering,train,701225819
3168,Loaded_Language,6102,6112,"If people like David Duke and Louis Farrakhan can be condemned and repudiated for spreading their toxic hate, their fan and propagator Zakkout can and must be as well.",toxic hate,train,701225819
3169,Appeal_to_fear-prejudice,2645,2735,"Even funerals of Ebola victims can be a risk, if mourners have direct contact with the body of the deceased.","Ebola victims can be a risk, if mourners have direct contact with the body of the deceased",train,754402671
3170,Slogans,45,49,Texas Mom: My Son Was Attacked For Wearing A MAGA Hat At Whataburger,MAGA,train,769752554
3171,Repetition,153,157,Texas Mom: My Son Was Attacked For Wearing A MAGA Hat At Whataburger,MAGA,train,769752554
3172,Slogans,159,183,A Texas mother’s teenage son was allegedly attacked at a Whataburger for wearing a MAGA (Make America Great Again) hat.,Make America Great Again,train,769752554
3173,Loaded_Language,304,313,"The woman claimed a man became extremely angry at her teenage son and his group of friends because one of them wore a “Make American Great Again” hat, KENS5 reported.",extremely,train,769752554
3174,Repetition,392,417,"The woman claimed a man became extremely angry at her teenage son and his group of friends because one of them wore a “Make American Great Again” hat, KENS5 reported.",Make American Great Again,train,769752554
3175,Loaded_Language,626,637,The video shows the man throwing his fountain drink at the table and shouting a racial slur.,racial slur,train,769752554
3176,"Name_Calling,Labeling",797,817,"According to Breitbart, in the mother’s post on Facebook, which has since been taken down, Patricia Spittler asks for help in identifying the man she called “scum bag of the year.” The San Antonio CBS affiliate reported that Spittler wrote: “His friend was wearing a patriotic hat, and this happened!",scum bag of the year,train,769752554
3177,Flag-Waving,906,915,"According to Breitbart, in the mother’s post on Facebook, which has since been taken down, Patricia Spittler asks for help in identifying the man she called “scum bag of the year.” The San Antonio CBS affiliate reported that Spittler wrote: “His friend was wearing a patriotic hat, and this happened!",patriotic,train,769752554
